2026-01-19T22:15:17+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:19+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:21+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:23+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:25+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:27+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:29+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:31+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:33+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:35+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:37+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:39+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:41+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:43+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:45+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:47+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:49+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:51+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:53+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:55+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:57+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:15:59+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:01+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:03+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:05+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:07+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:09+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:11+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:13+01:00,APPROVED,93.48,Within safe parameters
2026-01-19T22:16:15+01:00,APPROVED,93.48,Within safe parameters
